game_num,Site,Date,White,Black,Result,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,My ELO,Opponent Elo,TimeControl,Termination,StartTime,EndDate,EndTime,Full Opening Name,Main Opening Name,Variation Opening Name,Win-Loss-Draw,Total Moves,White Accuracy,Black Accuracay,Black Total Blunders,Black Total Mistakes,White Total Blundres,White Total Mistakes,Black First Blunder,Black First Mistake,White First Blunder,White First Mistake
149,Chess.com,2025.04.23,amrasman1981,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Kholmov-System-4...Bg7,2025.04.23,3:00:37,1674,1669,1669,1674,600,FreakWhenSee won by resignation,3:00:37,2025.04.23,3:08:12,"Pirc Defense: Main Line, Kholmov System",Pirc Defense,"Main Line, Kholmov System",Win,32,77.94,67.8,0,1,0,2,0,16,0,15
150,Chess.com,2025.04.24,DATTAI,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.04.24,0:46:49,1691,1661,1661,1691,600,DATTAI won by resignation,0:46:49,2025.04.24,0:52:02,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Loss,22,91.49,82.95,3,5,2,5,9,6,7,9
151,Chess.com,2025.04.24,FreakWhenSee,nicholasvikren,0-1,C26,https://www.chess.com/openings/Vienna-Game-Falkbeer-Stanley-Reversed-Spanish-Variation,2025.04.24,0:52:42,1653,1675,1653,1675,600,nicholasvikren won by checkmate,0:52:42,2025.04.24,1:00:26,"Vienna Game: Falkbeer, Stanley, Reversed Spanish Variation",Vienna Game,"Falkbeer, Stanley, Reversed Spanish Variation",Loss,27,96.37,90.95,2,4,2,2,20,13,21,20
152,Chess.com,2025.04.24,Luisillo134,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense...4.Nf3-Bg7-5.O-O-O-O,2025.04.24,1:04:31,1678,1645,1645,1678,600,Luisillo134 won by resignation,1:04:31,2025.04.24,1:14:15,Pirc Defense,Pirc Defense,Main Line,Loss,46,73.83,86.71,1,3,1,2,45,7,13,11
153,Chess.com,2025.04.24,FreakWhenSee,Stea1thy609,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line...5.Qd2-Ng4-6.Bg5-h6-7.Bh4,2025.04.24,2:52:11,1636,1630,1636,1630,600,Stea1thy609 won on time,2:52:11,2025.04.24,3:10:03,Pirc Defense: Main Line,Pirc Defense,Main Line,Loss,52,85.6,94.42,1,4,1,2,39,9,39,14
154,Chess.com,2025.04.24,Ugoti,FreakWhenSee,1/2-1/2,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Byrne-Variation-4...c6,2025.04.24,13:58:01,1627,1636,1636,1627,600,Game drawn by timeout vs insufficient material,13:58:01,2025.04.24,14:18:56,"Pirc Defense: Main Line, Byrne Variation",Pirc Defense,"Main Line, Byrne Variation",Draw,74,84.02,84.32,15,11,10,8,27,32,27,13
155,Chess.com,2025.04.24,FreakWhenSee,Devkampani999,0-1,B10,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Attack-3...dxe4-4.Nxe4-Nf6-5.Qe2,2025.04.24,14:22:06,1628,1655,1628,1655,600,Devkampani999 won by resignation,14:22:06,2025.04.24,14:38:37,Caro-Kann Defense: Two Knights Attack,Caro-Kann Defense,Two Knights Attack,Loss,72,80.34,96.12,4,11,4,7,41,23,47,30
156,Chess.com,2025.04.24,FreakWhenSee,Marlon355,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-2...e6,2025.04.24,15:13:51,1636,1620,1636,1620,600,FreakWhenSee won by resignation,15:13:51,2025.04.24,15:21:10,Closed Sicilian Defense,Closed Sicilian Defense,Main Line,Win,26,76.11,76.55,0,5,0,2,0,6,0,17
157,Chess.com,2025.04.24,FreakWhenSee,SerHawk,0-1,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4,2025.04.24,19:39:12,1627,1620,1627,1620,600,SerHawk won by resignation,19:39:12,2025.04.24,19:47:00,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,29,96.87,88.96,0,2,0,3,0,5,0,5
158,Chess.com,2025.04.24,Skoda2008,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-2.Bc4-Nf6,2025.04.24,19:47:51,1606,1635,1635,1606,600,FreakWhenSee won by checkmate,19:47:51,2025.04.24,19:53:25,Pirc Defense,Pirc Defense,Main Line,Win,18,80.91,71.17,0,0,1,2,0,0,18,16
159,Chess.com,2025.04.24,11th_dimension,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-4.Be3-c6,2025.04.24,20:03:23,1634,1627,1627,1634,600,11th_dimension won by resignation,20:03:23,2025.04.24,20:06:14,Pirc Defense: Main Line,Pirc Defense,Main Line,Loss,23,48.83,62.28,2,3,0,4,16,17,0,6
160,Chess.com,2025.04.24,KroDaddyKicks27,FreakWhenSee,1-0,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation-4...Bg7-5.Bc4-O-O,2025.04.24,20:07:00,1634,1619,1619,1634,600,KroDaddyKicks27 won by checkmate,20:07:00,2025.04.24,20:14:18,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Loss,31,82.02,75.6,1,1,0,1,29,21,0,27
161,Chess.com,2025.04.24,FreakWhenSee,FraudulentPaystubs,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Variation,2025.04.24,20:16:28,1627,1625,1627,1625,600,FreakWhenSee won by checkmate,20:16:28,2025.04.24,20:31:02,Closed Sicilian Defense: Grand Prix Variation,Closed Sicilian Defense,Grand Prix Variation,Win,41,76.99,80.87,3,4,0,6,30,18,0,13
162,Chess.com,2025.04.24,FreakWhenSee,sazanxhani,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-2...e6,2025.04.24,20:34:27,1635,1614,1635,1614,600,FreakWhenSee won by resignation,20:34:27,2025.04.24,20:39:12,Closed Sicilian Defense,Closed Sicilian Defense,Main Line,Win,18,65.07,82.87,3,0,0,3,8,0,0,9
163,Chess.com,2025.04.25,David11111111111112222,FreakWhenSee,1/2-1/2,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-Nf6,2025.04.25,0:53:23,1647,1635,1635,1647,600,Game drawn by stalemate,0:53:23,2025.04.25,1:06:26,Pirc Defense,Pirc Defense,Main Line,Draw,68,75.21,83.42,5,8,4,10,36,8,9,3
164,Chess.com,2025.04.25,BlueKing_31,FreakWhenSee,1-0,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation...5.Bc4-O-O-6.O-O-Nxe4,2025.04.25,1:16:20,1649,1627,1627,1649,600,BlueKing_31 won by resignation,1:16:20,2025.04.25,1:20:11,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Loss,17,71.49,70.56,3,0,0,2,9,0,0,10
165,Chess.com,2025.04.25,FreakWhenSee,NodirbekSheir,1-0,C30,https://www.chess.com/openings/Kings-Gambit-Declined-Classical-Variation...4.Nc3-Nf6-5.Bc4-Nc6,2025.04.25,1:21:02,1635,1615,1635,1615,600,FreakWhenSee won by resignation,1:21:02,2025.04.25,1:24:59,King's Gambit Declined: Classical Variation,King's Gambit Declined,Classical Variation,Win,13,69.72,77.79,1,3,1,1,10,4,10,4
166,Chess.com,2025.04.25,oirh_2,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense,2025.04.25,1:25:35,1646,1643,1643,1646,600,FreakWhenSee won by resignation,1:25:35,2025.04.25,1:35:51,Pirc Defense,Pirc Defense,Main Line,Win,33,63.09,53.66,0,3,2,4,0,12,20,11
167,Chess.com,2025.04.29,FreakWhenSee,zud1n,1-0,B00,https://www.chess.com/openings/Kings-Pawn-Opening-St-George-Defense,2025.04.29,0:35:26,1651,1640,1651,1640,600,FreakWhenSee won by checkmate,0:35:26,2025.04.29,0:52:06,King's Pawn Opening: St. George Defense,King's Pawn Opening,St. George Defense,Win,55,76.69,88.18,4,12,5,8,7,8,8,6
168,Chess.com,2025.04.29,Abdulwahidd,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-4.h3-Bg7,2025.04.29,0:56:44,1664,1660,1660,1664,600,FreakWhenSee won by resignation,0:56:44,2025.04.29,1:13:43,Pirc Defense: Main Line,Pirc Defense,Main Line,Win,41,63.97,72.83,3,3,3,6,16,19,22,16
169,Chess.com,2025.04.29,FreakWhenSee,ggsums12,1-0,C28,https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit-3...d6-4.Nf3,2025.04.29,2:21:55,1668,1658,1668,1658,600,FreakWhenSee won - game abandoned,2:21:55,2025.04.29,2:27:30,"Vienna Game: Falkbeer, Vienna Gambit",Vienna Game,"Falkbeer, Vienna Gambit",Win,16,70.69,56.83,0,0,0,0,0,0,0,0
170,Chess.com,2025.04.29,FreakWhenSee,basilion2,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System...3.Nc3-e5-4.Bc4-Be7,2025.04.29,2:28:34,1661,1724,1661,1724,600,basilion2 won by resignation,2:28:34,2025.04.29,2:45:28,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Loss,72,88.24,73.17,2,5,2,11,23,18,33,20
171,Chess.com,2025.04.29,kocecilia,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Harmonist-Variation-2...Nf6,2025.04.29,2:47:34,1682,1670,1670,1682,600,FreakWhenSee won by resignation,2:47:34,2025.04.29,2:57:41,Pirc Defense: Harmonist Variation,Pirc Defense,Harmonist Variation,Win,36,90.64,94.22,0,3,1,8,0,5,36,8
172,Chess.com,2025.04.29,FreakWhenSee,Chessquester10,0-1,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Variation-3...g6-4.Nf3,2025.04.29,3:05:48,1662,1658,1662,1658,600,Chessquester10 won by checkmate,3:05:48,2025.04.29,3:16:58,Closed Sicilian Defense: Grand Prix Variation,Closed Sicilian Defense,Grand Prix Variation,Loss,38,86.16,70.52,1,3,2,3,15,8,34,12
173,Chess.com,2025.04.30,Carmelo1943,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Kholmov-System-4...Bg7,2025.04.30,1:45:54,1647,1670,1670,1647,600,FreakWhenSee won by checkmate,1:45:54,2025.04.30,1:51:33,"Pirc Defense: Main Line, Kholmov System",Pirc Defense,"Main Line, Kholmov System",Win,18,80.97,98.4,0,2,1,2,0,10,18,10
174,Chess.com,2025.04.30,FreakWhenSee,Drakechan1,1-0,B20,https://www.chess.com/openings/Sicilian-Defense-Bowdler-Attack-2...e6-3.Nc3-Nc6,2025.04.30,1:52:30,1678,1655,1678,1655,600,FreakWhenSee won by resignation,1:52:30,2025.04.30,1:58:42,Sicilian Defense: Bowdler Attack,Sicilian Defense,Bowdler Attack,Win,18,79.11,76.16,0,3,0,0,0,15,0,0
175,Chess.com,2025.04.30,sanyuswewwweeeyyyyyyyhhh,FreakWhenSee,1-0,B09,https://www.chess.com/openings/Pirc-Defense-Main-Line-Austrian-Attack,2025.04.30,3:10:40,1681,1670,1670,1681,600,sanyuswewwweeeyyyyyyyhhh won by resignation,3:10:40,2025.04.30,3:20:20,"Pirc Defense: Main Line, Austrian Attack",Pirc Defense,"Main Line, Austrian Attack",Loss,28,80.42,71.26,1,4,0,2,27,17,0,6
176,Chess.com,2025.04.30,FreakWhenSee,moneyflacco,0-1,B10,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Attack...5.Ng3-Bg6-6.h4-h6-7.Ne5,2025.04.30,3:21:06,1662,1692,1662,1692,600,moneyflacco won on time,3:21:06,2025.04.30,3:37:29,Caro-Kann Defense: Two Knights Attack,Caro-Kann Defense,Two Knights Attack,Loss,62,95.1,77.28,3,2,1,8,12,11,60,11
177,Chess.com,2025.05.01,attila800,FreakWhenSee,0-1,B06,https://www.chess.com/openings/Modern-Defense-with-1-e4...3.f4-Bg7-4.Nf3-Nf6-5.Bd3,2025.05.01,3:28:53,1678,1671,1671,1678,600,FreakWhenSee won on time,3:28:53,2025.05.01,3:45:10,Modern Defense with 1.e4,Modern Defense with 1.e4,Main Line,Win,32,75.85,86.28,1,3,1,5,11,6,12,6
178,Chess.com,2025.05.02,Poderb,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-Nf6-3.Bd3-g6,2025.05.02,2:40:30,1670,1663,1663,1670,600,Poderb won by resignation,2:40:30,2025.05.02,2:52:37,Pirc Defense,Pirc Defense,Main Line,Loss,32,72.57,83.54,0,6,0,4,0,9,0,10
179,Chess.com,2025.05.02,FreakWhenSee,mukivuqiterna,1-0,C28,https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit,2025.05.02,2:53:25,1670,1631,1670,1631,600,FreakWhenSee won by resignation,2:53:25,2025.05.02,2:59:12,"Vienna Game: Falkbeer, Vienna Gambit",Vienna Game,"Falkbeer, Vienna Gambit",Win,16,70.74,65.04,1,1,0,4,15,3,0,5
180,Chess.com,2025.05.02,FreakWhenSee,Pero_adv,0-1,C01,https://www.chess.com/openings/French-Defense-Exchange-Variation...4.Nf3-Nf6-5.Bd3-c5-6.O-O,2025.05.02,3:00:05,1662,1688,1662,1688,600,Pero_adv won by resignation,3:00:05,2025.05.02,3:04:18,French Defense: Exchange Variation,French Defense,Exchange Variation,Loss,15,69.44,72.66,0,0,1,1,0,0,15,14
181,Chess.com,2025.05.02,brokenpoor,FreakWhenSee,0-1,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation-5...O-O,2025.05.02,3:05:11,1663,1670,1670,1663,600,FreakWhenSee won by resignation,3:05:11,2025.05.02,3:21:21,"Pirc Defense: Classical, Schlechter Variation",Pirc Defense,"Classical, Schlechter Variation",Win,47,77.56,78.59,2,6,4,7,24,25,28,14
182,Chess.com,2025.05.03,BustamanHamim,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.05.03,15:16:10,1694,1662,1662,1694,600,BustamanHamim won by resignation,15:16:10,2025.05.03,15:20:52,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Loss,24,54.35,70.15,3,4,1,5,19,9,21,9
183,Chess.com,2025.05.03,FreakWhenSee,vecon101,0-1,B00,https://www.chess.com/openings/Owens-Defense...3.Nc3-e6-4.Bd3-Bb4,2025.05.03,15:22:15,1654,1664,1654,1664,600,vecon101 won by resignation,15:22:15,2025.05.03,15:27:32,Owen's Defense,Owen's Defense,Main Line,Loss,16,81.56,77.51,0,0,0,3,0,0,0,7
184,Chess.com,2025.05.03,FreakWhenSee,SiJaro,1-0,B20,https://www.chess.com/openings/Sicilian-Defense-Bowdler-Attack-2...e6-3.Nc3,2025.05.03,15:28:15,1662,1653,1662,1653,600,FreakWhenSee won by resignation,15:28:15,2025.05.03,15:31:46,Sicilian Defense: Bowdler Attack,Sicilian Defense,Bowdler Attack,Win,24,98,68.45,2,2,0,2,14,16,0,12
185,Chess.com,2025.05.04,Rope-A-Dope-Dope,FreakWhenSee,1-0,A01,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-1...d6,2025.05.04,0:11:37,1675,1654,1654,1675,600,Rope-A-Dope-Dope won on time,0:11:37,2025.05.04,0:32:01,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,Main Line,Loss,73,72.88,82.54,4,8,5,10,26,16,27,16
186,Chess.com,2025.05.04,cedoy02,FreakWhenSee,1-0,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation...6.Be3-c6-7.Qd2-b5,2025.05.04,0:33:06,1662,1646,1646,1662,600,cedoy02 won by checkmate,0:33:06,2025.05.04,0:47:56,"Pirc Defense: Classical, Schlechter Variation",Pirc Defense,"Classical, Schlechter Variation",Loss,41,90.06,69.59,4,5,2,4,13,15,19,13
187,Chess.com,2025.05.04,FreakWhenSee,pcrawler,1-0,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3-Qd8-4.Nf3,2025.05.04,0:48:36,1654,1632,1654,1632,600,FreakWhenSee won by resignation,0:48:36,2025.05.04,1:01:54,Scandinavian Defense: Mieses-Kotrč Variation,Scandinavian Defense,Mieses-Kotrč Variation,Win,42,67.11,80.21,4,5,5,2,13,14,12,29
188,Chess.com,2025.05.04,AsenDapev,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Byrne-Variation-4...Bg7-5.Qd2-c6,2025.05.04,15:44:06,1641,1645,1645,1641,600,AsenDapev won by resignation,15:44:06,2025.05.04,15:55:15,"Pirc Defense: Main Line, Byrne Variation",Pirc Defense,"Main Line, Byrne Variation",Loss,25,87.83,76.45,0,4,0,2,0,13,0,13
189,Chess.com,2025.05.04,morphyleo,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense,2025.05.04,15:56:11,1645,1637,1637,1645,600,morphyleo won on time,15:56:11,2025.05.04,16:14:15,Pirc Defense,Pirc Defense,Main Line,Loss,65,67.97,63.3,2,6,2,7,17,7,58,7
190,Chess.com,2025.05.06,FreakWhenSee,anandha_r,1/2-1/2,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4-Nf6,2025.05.06,0:14:13,1637,1649,1637,1649,600,Game drawn by repetition,0:14:13,2025.05.06,0:23:59,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Draw,31,73.79,67.11,3,4,2,1,22,4,20,4
191,Chess.com,2025.05.06,jmac9999,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Sveshnikov-Jansa-Attack-5...b5,2025.05.06,0:25:06,1641,1629,1629,1641,600,jmac9999 won by checkmate,0:25:06,2025.05.06,0:41:49,"Pirc Defense: Main Line, Sveshnikov-Jansa Attack",Pirc Defense,"Main Line, Sveshnikov-Jansa Attack",Loss,37,81.69,80.49,2,7,1,6,34,12,30,10
192,Chess.com,2025.05.06,FreakWhenSee,Anatol231,0-1,B11,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Mindeno-Retreat-Line,2025.05.06,0:42:35,1621,1655,1621,1655,600,Anatol231 won by checkmate,0:42:35,2025.05.06,0:51:48,"Caro-Kann Defense: Two Knights, Mindeno, Retreat Line",Caro-Kann Defense,"Two Knights, Mindeno, Retreat Line",Loss,22,73.1,92.52,0,0,1,3,0,0,21,7
193,Chess.com,2025.05.06,FreakWhenSee,Dzevadz,1-0,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4,2025.05.06,0:52:45,1629,1628,1629,1628,600,FreakWhenSee won by checkmate,0:52:45,2025.05.06,0:56:30,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Win,14,86.33,81.82,1,0,0,0,13,0,0,0
194,Chess.com,2025.05.06,Call1800Phen,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense,2025.05.06,0:57:02,1614,1637,1637,1614,600,FreakWhenSee won by resignation,0:57:02,2025.05.06,0:58:53,Pirc Defense,Pirc Defense,Main Line,Win,10,84.03,69.47,0,0,1,1,0,0,6,10
195,Chess.com,2025.05.06,FreakWhenSee,Eroz86,1-0,C50,https://www.chess.com/openings/Giuoco-Piano-Game-Giuoco-Pianissimo-Italian-Four-Knights-Variation-5...O-O,2025.05.06,2:27:03,1645,1631,1645,1631,600,FreakWhenSee won by resignation,2:27:03,2025.05.06,2:43:33,"Giuoco Piano Game: Giuoco Pianissimo, Italian Four Knights Variation",Giuoco Piano Game,"Giuoco Pianissimo, Italian Four Knights Variation",Win,36,71,78.85,1,5,0,2,32,18,0,20
196,Chess.com,2025.05.09,rubensneri21,FreakWhenSee,0-1,E74,https://www.chess.com/openings/Kings-Indian-Defense-Averbakh-Benoni-Advance-Variation-7...Qa5,2025.05.09,1:18:26,1616,1652,1652,1616,600,FreakWhenSee won by resignation,1:18:26,2025.05.09,1:34:23,"King's Indian Defense: Averbakh, Benoni, Advance Variation",King's Indian Defense,"Averbakh, Benoni, Advance Variation",Win,45,89.03,76.98,1,5,2,8,40,10,39,9
197,Chess.com,2025.05.09,FreakWhenSee,Marebbr,0-1,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4-Nf6,2025.05.09,1:47:45,1644,1668,1644,1668,600,Marebbr won by resignation,1:47:45,2025.05.09,1:56:58,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,24,70.65,75.07,0,8,1,4,0,4,24,4
198,Chess.com,2025.05.10,chikoy010124,FreakWhenSee,1-0,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation-4...Bg7-5.Bg5-O-O,2025.05.10,2:11:57,1632,1636,1636,1632,600,chikoy010124 won by resignation,2:11:57,2025.05.10,2:28:38,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Loss,67,71.81,72.49,3,6,2,4,38,24,37,10
199,Chess.com,2025.05.12,FreakWhenSee,Aropic,0-1,C25,https://www.chess.com/openings/Vienna-Game,2025.05.12,2:59:21,1629,1670,1629,1670,600,Aropic won by resignation,2:59:21,2025.05.12,3:06:10,Vienna Game,Vienna Game,Main Line,Loss,20,96.01,83.75,0,1,1,1,0,10,12,14
200,Chess.com,2025.05.12,stedarmail,FreakWhenSee,1-0,E71,https://www.chess.com/openings/Kings-Indian-Defense-Makogonov-Variation-5...O-O-6.Be3-c5-7.Nf3,2025.05.12,3:06:57,1646,1621,1621,1646,600,stedarmail won on time,3:06:57,2025.05.12,3:25:03,King's Indian Defense: Makogonov Variation,King's Indian Defense,Makogonov Variation,Loss,63,92.41,90.54,4,6,0,13,11,10,0,9
201,Chess.com,2025.05.14,FreakWhenSee,sstst,0-1,C27,https://www.chess.com/openings/Vienna-Game-Frankenstein-Dracula-Variation,2025.05.14,3:21:51,1613,1625,1613,1625,600,sstst won by resignation,3:21:51,2025.05.14,3:32:11,Vienna Game: Frankenstein-Dracula Variation,Vienna Game,Frankenstein-Dracula Variation,Loss,31,75.32,93.89,1,5,3,4,17,7,8,4
202,Chess.com,2025.05.14,FreakWhenSee,reyisol,1-0,C01,https://www.chess.com/openings/French-Defense-Exchange-Variation-3...exd5-4.Nc3,2025.05.14,3:33:09,1621,1614,1621,1614,600,FreakWhenSee won by resignation,3:33:09,2025.05.14,3:39:51,French Defense: Exchange Variation,French Defense,Exchange Variation,Win,23,94.62,81.97,2,2,0,2,19,13,0,19
203,Chess.com,2025.05.16,FreakWhenSee,catinthehat007,1-0,C28,https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit-3...d6-4.Nf3,2025.05.16,0:48:35,1629,1607,1629,1607,600,FreakWhenSee won by resignation,0:48:35,2025.05.16,1:04:46,"Vienna Game: Falkbeer, Vienna Gambit",Vienna Game,"Falkbeer, Vienna Gambit",Win,52,81.81,70.4,1,4,1,3,51,5,46,8
204,Chess.com,2025.05.16,FreakWhenSee,andino1965,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Variation-3...Nf6-4.Nf3,2025.05.16,1:06:07,1637,1624,1637,1624,600,FreakWhenSee won by resignation,1:06:07,2025.05.16,1:20:24,Closed Sicilian Defense: Grand Prix Variation,Closed Sicilian Defense,Grand Prix Variation,Win,43,88.41,94.59,5,4,4,7,15,11,15,13
205,Chess.com,2025.05.19,Rafaelmoura,FreakWhenSee,1/2-1/2,E71,https://www.chess.com/openings/Kings-Indian-Defense-Makogonov-Variation...6.Be3-c5-7.Nf3-cxd4-8.Nxd4,2025.05.19,2:25:16,1643,1637,1637,1643,600,Game drawn by insufficient material,2:25:16,2025.05.19,2:40:12,King's Indian Defense: Makogonov Variation,King's Indian Defense,Makogonov Variation,Draw,53,91.11,74.24,5,4,5,5,15,10,15,10
206,Chess.com,2025.05.19,amin0916,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Harmonist-Variation-2...Nf6,2025.05.19,3:02:58,1639,1645,1645,1639,600,FreakWhenSee won on time,3:02:58,2025.05.19,3:20:19,Pirc Defense: Harmonist Variation,Pirc Defense,Harmonist Variation,Win,44,75.37,72.37,2,8,2,8,15,12,18,3
207,Chess.com,2025.05.20,FreakWhenSee,ffdp007,0-1,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Main-Line,2025.05.20,1:27:38,1637,1641,1637,1641,600,ffdp007 won by resignation,1:27:38,2025.05.20,1:30:56,"Scandinavian Defense: Mieses-Kotrč, Main Line",Scandinavian Defense,"Mieses-Kotrč, Main Line",Loss,13,72.78,80.42,1,1,1,1,12,8,13,12
208,Chess.com,2025.05.20,moshebortnik,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense...3.f4-g6-4.Nf3-Bg7,2025.05.20,1:31:55,1626,1629,1629,1626,600,moshebortnik won by resignation,1:31:55,2025.05.20,1:35:43,Pirc Defense,Pirc Defense,Main Line,Loss,15,69.88,72.54,1,5,0,2,10,5,0,10
209,Chess.com,2025.05.20,FreakWhenSee,Pickle_Rick,0-1,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4-Nf6,2025.05.20,1:36:14,1621,1625,1621,1625,600,Pickle_Rick won by resignation,1:36:14,2025.05.20,1:43:01,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,24,72.7,77.86,0,3,0,6,0,4,0,4
210,Chess.com,2025.05.20,volodumiros,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line,2025.05.20,1:43:30,1620,1629,1629,1620,600,FreakWhenSee won by resignation,1:43:30,2025.05.20,1:59:10,Pirc Defense: Main Line,Pirc Defense,Main Line,Win,47,70.77,79.09,0,8,3,6,0,13,12,15
211,Chess.com,2025.05.20,ACUARIO1971,FreakWhenSee,0-1,A01,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-d6,2025.05.20,2:01:40,1608,1637,1637,1608,600,FreakWhenSee won by resignation,2:01:40,2025.05.20,2:20:10,Nimzowitsch-Larsen Attack: Modern Variation,Nimzowitsch-Larsen Attack,Modern Variation,Win,49,84.12,62.83,1,9,3,5,18,10,20,21
212,Chess.com,2025.05.21,FreakWhenSee,rvsam369,0-1,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4,2025.05.21,1:40:33,1629,1630,1629,1630,600,rvsam369 won by resignation,1:40:33,2025.05.21,1:53:17,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,26,66.59,69.06,1,3,1,4,5,3,17,6
213,Chess.com,2025.05.21,aortega_eb,FreakWhenSee,0-1,E70,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Variation-4.e4-O-O-5.Be3-d6,2025.05.21,1:54:17,1578,1636,1636,1578,600,FreakWhenSee won by checkmate,1:54:17,2025.05.21,2:03:45,King's Indian Defense: Normal Variation,King's Indian Defense,Normal Variation,Win,24,70.64,74.69,1,3,2,1,18,12,20,11
214,Chess.com,2025.05.21,FreakWhenSee,M_sina_04,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...d6-4.Nf3-Nf6-5.Bb5,2025.05.21,2:05:11,1644,1619,1644,1619,600,FreakWhenSee won by resignation,2:05:11,2025.05.21,2:08:00,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,13,72.88,72.46,1,0,0,0,13,0,0,0
